id,met_001,met_002,met_003,met_004,met_005,met_006,met_007,met_008,met_009,met_010,met_011,met_012,met_013,met_014,met_015,met_016,met_017,met_018,met_019,met_020,met_021,met_022,met_023,met_024,met_025,met_026,met_027,met_028,met_029,met_030,met_031,met_032,met_033,met_034,met_035,met_036,met_037,met_038,met_039,met_040,met_041,met_042,met_043,met_044,met_045,met_046,met_047,met_048,met_049,met_050,met_051,met_052,met_053,met_054,met_055,met_056,met_057,met_058,met_059,met_060,met_061,met_062,met_063,met_064,met_065,met_066,met_067,met_068,met_069,met_070,met_071,met_072,met_073,met_074,met_075,met_076,met_077,met_078,met_079,met_080,met_081,met_082,met_083,met_084,met_085,met_086,met_087,met_088,met_089,met_090,met_091,met_092,met_093,met_094,met_095,met_096,met_097,met_098,met_099,met_100,met_101,met_102,met_103,met_104,met_105,met_106,met_107,met_108,met_109,met_110,met_111,met_112,met_113,met_114,met_115,met_116,met_117,met_118,met_119,met_120,met_121,met_122,met_123,met_124,met_125,met_126,met_127,met_128,met_129,met_130,met_131,met_132,met_133,met_134,met_135,met_136,met_137,met_138,met_139,met_140,met_141,met_142,met_143,met_144,met_145,met_146,met_147,met_148,met_149,met_150,met_151,met_152,met_153,met_154,met_155,met_156,met_157,met_158,met_159,met_160,met_161,met_162,met_163,met_164,met_165,met_166,met_167,met_168,met_169,met_170,met_171,met_172,met_173,met_174,met_175,met_176,met_177,met_178,met_179,met_180,met_181,met_182,met_183,met_184,met_185,met_186,met_187,met_188,met_189,met_190,met_191,met_192,met_193,met_194,met_195,met_196,met_197,met_198,met_199,met_200
P0558,0.769876522,1.198244737,0.518871945,1.472268146,0.754325494,1.191024096,0.38370335,1.432070602,1.17200613,1.299099782,1.561898479,0.972958683,0.524798333,1.000078935,1.330298042,0.190433995,0.226418925,0.142378304,0.366116598,0.399662356,0.246369844,0.23435288,0.48918252,0.314492941,0.237509009,0.683708381,0.130123789,0.210008659,0.544880449,0.240323302,0.910578314,0.360303847,0.157330421,0.381844988,,0.304081223,0.517402971,0.364558555,0.13919849,0.279305719,0.956324815,1.811563384,0.450839045,,0.586438009,,0.486038625,0.566507703,0.887038961,0.661093943,1.147950816,,0.86766704,0.652222733,1.263003485,0.776063675,0.34985001,0.438369778,0.531213919,1.171736031,1.644225432,1.530647828,,0.661426388,0.703553927,0.49704835,1.512597823,0.654682552,,,1.852632594,0.64757295,1.235984117,,1.194434332,1.870645167,,,1.262363524,0.569176042,1.227112525,2.293738637,0.503676961,1.799109606,0.959197656,1.611647494,4.275383541,0.674782845,9.52961568,1.793511633,1.328026701,2.147981615,1.491080378,0.630799862,,2.093894609,2.377363353,2.90988046,1.324296042,1.675760338,2.470976987,2.763855682,2.250035958,2.4768407,3.175885833,2.092783773,0.97973546,0.741325775,1.21403226,0.888444646,2.113986897,3.476637905,,,1.19377573,1.500325862,1.01027117,1.33361022,2.713202414,3.290278292,0.864117681,1.024643197,1.155016278,1.21396009,0.947994146,,2.731191194,0.340548394,0.756275771,0.532673706,0.477527809,3.01831986,1.048477477,0.429400264,0.699102082,3.126577483,0.172533174,0.881491702,0.893588915,0.557988792,0.544376419,0.166706943,0.641479064,0.579042262,1.013631951,0.94229034,0.761439457,0.433205927,0.312853752,1.27540114,1.301353687,0.400165344,0.319972891,0.239206963,,1.418826747,1.566326245,0.724043243,0.677069547,0.306843811,0.969512885,6.057153046,2.869551729,3.218600826,1.910183059,0.968413496,1.604775662,,1.179169735,7.270795811,2.110513449,,,1.662230886,1.044672787,2.857443774,3.263976761,1.738769049,2.98287704,1.45592982,0.828856774,2.838099146,2.074231795,3.508311883,1.699854388,2.640802357,2.296046801,1.560209712,6.474977063,1.273740625,1.602302164,1.699803718,1.049582124,0.700140321,3.717142889,3.796366513,3.017875167,4.814509241,2.878226652,4.425720526
P0559,2.946059442,7.123504667,1.873527947,3.594563768,5.411672897,,,13.21926299,3.212365002,2.187868359,8.472821356,9.362837955,2.262249822,4.339430541,5.387145551,1.809031475,1.493091684,5.115663888,,1.851495729,3.596638578,1.095237477,2.338880411,1.422262383,2.677199296,0.995371344,2.604637483,3.215640812,2.405683638,1.738178786,1.688788835,,2.250821812,0.740365212,2.205913342,4.252328751,2.228806862,,1.233837753,1.724774084,1.779385385,1.45526344,1.135234336,2.446959888,2.337430266,2.987641686,3.724073503,4.03693211,0.807801923,1.508970056,1.854688021,0.820858935,1.797414131,2.120255172,3.278968101,1.263458318,4.185379621,1.290980495,2.981871941,1.873174292,1.558076622,1.661800611,1.764116083,1.791171332,1.274367851,2.661289815,0.50526512,1.727056752,1.122844216,0.690899746,3.158327531,0.465430799,0.21725134,0.867184663,2.866495677,1.321729543,1.589457234,3.397652993,1.457976546,1.614296594,0.558957659,0.74401268,0.65547329,0.753037897,1.88673648,1.394646181,0.424496553,0.599923938,,0.52740819,0.85286089,0.798713589,0.45280068,,0.459630527,0.400841385,0.536671551,0.572431165,1.397662439,0.560094142,1.590993016,1.179714554,0.332830347,0.646980943,0.86006061,1.415723136,1.194747983,0.841125758,0.370987934,0.973522352,0.695220907,,0.515872811,0.91845725,0.586635796,0.247646723,0.722354515,0.591518051,1.300700147,1.080865252,0.567865213,1.70095512,1.871033977,0.724515694,2.592356854,0.736571928,1.036243171,0.88049052,2.376359908,0.305191567,1.267413834,0.62588178,0.914310708,1.069946928,0.66677325,0.780697438,0.341090734,1.143427408,1.629837163,0.883688531,1.320307894,0.633974416,0.803387137,0.978266065,1.452838862,0.23374221,4.101513946,1.211253085,0.307781085,1.196428534,0.696034231,0.946861948,1.156502483,0.468978705,0.683487496,,0.755111974,2.662867504,0.324292003,1.091070212,0.90988314,,2.121535275,0.829620442,1.161610086,2.186583295,1.938275205,1.90648501,3.755896552,5.758237143,0.907767431,3.511302599,,0.962463944,3.390757046,,1.367385939,2.102030436,2.65303277,3.664026911,,2.509026648,,0.993391556,2.868016906,3.632847908,1.081500295,0.897988371,1.804730816,1.999795957,1.399312803,1.604165165,0.76925787,4.587700405,2.585432008,0.929465041,2.136863015,0.526714998,1.802211446,0.819230118
P0560,14.74379719,6.743548959,,5.590692183,20.52741737,,,1.954880508,27.08690477,,10.49708379,5.874438246,3.636822287,8.30456258,16.33518985,1.311776987,3.214749894,4.889946535,2.225895743,1.429611377,2.849907405,1.401635221,0.958316467,1.172063049,,3.276782066,10.08017311,2.968804726,3.1739701,4.528150082,7.193698282,3.732473214,1.866401275,2.264060531,2.826833556,2.3619138,8.435572882,2.578954154,0.486795333,3.598331607,2.204928524,2.417008103,1.202914313,,2.350922738,1.537366956,1.198416309,1.156689519,1.725436683,,1.09947481,2.832300856,0.408359363,1.024489618,1.534433262,1.390983534,5.012321453,0.721602301,0.590804097,0.289799409,1.958657224,0.798423555,0.95365481,1.27795648,1.161740929,,0.609057687,0.942705711,0.791282945,2.059613143,0.730154242,1.932243027,0.779913732,,2.056490731,0.910835759,2.057032491,1.096283962,1.260009291,1.511682381,0.245450152,0.820231219,,1.097207806,0.65973197,1.899181619,0.555061253,1.852965536,3.560465643,1.786482427,2.821101805,0.347060853,1.254859056,0.797411057,2.586297121,0.632575539,2.189676768,0.794671122,0.829880855,1.957349964,1.720550814,1.355444778,1.523525998,0.548060989,0.476609911,0.326776789,0.91344167,1.268630531,,0.652645795,3.085069089,0.523479321,0.324759566,3.586127465,0.310097673,0.537016875,0.699385252,0.683606625,0.931613162,0.661557177,0.271484534,0.381380046,0.652998835,0.336867068,0.205784308,1.016593072,1.959035181,0.843841523,0.318777148,0.766413752,0.310844039,,0.579241565,0.683135048,0.676302137,0.777033984,0.468767433,0.456872037,1.135013563,0.530338981,0.279141259,0.996591327,1.846776757,0.62696105,0.48487865,0.202602895,0.183991458,0.687290077,,0.259126848,0.664194021,0.29898898,0.401266921,0.445628992,0.571481307,0.572169379,0.709173517,0.288574766,0.427120524,1.22590478,0.337413164,0.31283048,0.686891964,1.021137104,1.098268568,0.485706388,3.380826371,2.260435998,0.850817698,1.286917135,0.350745614,0.717648689,0.637990357,0.795111845,1.333979368,1.13683839,1.281138093,1.472915285,1.196824399,0.534759378,0.912370553,1.10840256,0.852896334,0.463358859,1.272667386,0.534338912,0.688808245,0.42158448,0.91551235,1.511578926,1.130073509,0.379930466,,0.952046308,1.488756615,0.787191352,1.099917281,0.266009226,0.657414391,1.200454742
P0561,2.920253259,3.057601957,1.625583939,1.555533214,2.149760477,2.378724612,2.917213534,1.100885369,2.66800022,1.607130551,,1.780207134,3.540313905,1.782863534,1.383961568,1.441891914,1.258429082,1.083394681,1.258743927,1.825800025,0.757093308,0.458232121,0.550850295,0.699049305,0.698908125,0.32220983,0.48383113,,0.416224331,0.406462475,1.589620493,0.253716234,2.30973434,0.441239204,1.077390295,1.232435475,0.654001107,0.927518974,0.600282679,1.063315928,1.746394253,0.915824745,4.900332781,2.421181308,1.636943811,3.540915244,3.059175776,1.946591085,1.337235426,3.845863232,7.958490471,1.775533792,5.273246266,2.141996563,1.45080885,0.898658568,5.731059387,3.951809092,4.540824985,3.158364666,3.52232407,2.028283078,,3.916869149,0.619998242,1.923308592,1.759717958,3.444103108,6.434724087,1.52078027,1.095369698,6.286894297,2.411473325,2.717262255,1.29968179,3.743812228,1.389847717,1.949895431,1.069606965,1.370647319,,1.844590867,1.387983926,1.747704032,0.211704742,1.63488462,,0.746980997,0.74067719,0.272240933,1.476266609,0.649904765,0.528193806,2.422955854,1.009035709,2.461387436,2.015125549,,1.480725853,0.636612844,1.3543361,0.85966682,0.392435906,0.569347135,0.592146921,0.471578304,0.374925778,1.08068815,3.306738112,0.914305989,0.297582234,1.560736229,0.720207669,1.17900854,0.935069098,0.300292637,0.54050232,1.80075705,0.417930245,0.803513007,1.788324953,0.808614082,1.267462585,0.663957917,2.935046993,0.603616786,0.913496271,0.936522951,2.493154619,1.25653829,,0.627205474,0.655112924,0.967595872,0.62129849,1.223152114,2.559151444,2.552558812,1.095369327,1.711347344,2.624663205,,0.291608418,1.65277224,,,,1.30495993,0.583487485,1.21589777,0.834801713,0.183842796,0.775277639,1.625800686,1.452393405,1.9798003,1.041428338,0.859395679,0.991281355,0.623365922,0.391521908,1.38816104,1.054089204,,3.173068977,3.528689637,0.989717674,0.346996127,,1.884599194,1.253909409,1.817816654,1.220272521,0.621565571,1.721498444,0.475186587,2.306621031,0.775420823,1.35781849,1.547728947,1.860283963,1.276562426,1.011875618,0.715338181,1.243079967,0.375894755,0.971752903,1.990843543,1.006775486,,0.866786086,0.438027418,0.383382992,1.494673022,1.747584395,,0.806068744,2.917584463,1.443376402,2.477001744
P0562,3.664801455,4.065087793,2.69593926,1.467414677,,1.596181354,1.014279426,1.170082842,1.067191557,1.773364339,,11.17759488,2.419809795,1.064560146,4.885453631,1.064116635,0.677089745,0.937406624,0.404451112,1.472949359,1.106461793,0.437848502,1.903452942,,,0.485994248,0.825725414,3.020316349,0.263241001,0.41918037,,0.861505023,1.544709171,0.324553997,0.801457046,0.594831521,1.874415872,0.167914294,0.95429533,0.413520873,7.254046173,3.048722751,4.185418884,5.822151986,7.68032066,5.571815227,2.748131909,2.578879209,,24.06367242,3.611055984,3.003696848,3.849266236,1.435752691,,11.94157744,10.39048669,10.3155893,2.29407919,10.21840421,8.251144713,6.410778778,6.598652591,5.34503616,3.483441435,9.493495486,3.074927167,7.324977707,6.131225405,8.09512052,9.354526979,,13.93928993,4.471765064,9.973702687,,6.171030353,5.990066184,6.599257286,4.882775917,1.230968221,4.056250651,1.078197944,3.138673013,1.974248296,1.292706103,0.317881513,,0.959240076,0.836003902,1.927329797,,1.26681697,5.001005118,1.824103934,1.725504932,2.12962786,4.398950669,0.876378012,1.231462981,1.867026955,1.377550867,1.95068895,4.591331694,1.472489726,0.902821187,1.284248612,2.180863692,1.716946136,1.809592611,0.948123656,1.443381724,4.30298939,3.22350719,2.072736718,,1.035388116,,1.111068466,1.684652705,2.204945003,3.760305753,,1.499335912,1.835622043,,2.700151699,2.3153424,4.511234898,1.870323978,1.731029923,1.169244548,1.155995084,3.567512302,0.899278091,2.907915501,2.46099833,1.869148998,2.086075764,1.934587669,,2.499014646,2.169604322,1.369534152,2.951167177,3.086678482,2.754454114,1.674477198,2.846970422,1.33903152,0.992109701,1.31821605,2.185013728,2.224495807,5.230463652,2.924640555,3.408003061,2.841345484,4.510296332,1.849516636,1.287909426,0.549437296,1.130506405,0.597034549,2.617079768,,3.75267196,0.979743599,0.882835404,1.647116897,2.037595265,0.859293316,1.367757785,2.078073696,1.00423601,0.431110635,0.694954108,1.25770304,0.90427225,0.251539271,1.28569529,1.325688223,1.109263334,0.913740118,,0.866315149,2.413856651,0.819031738,0.872653747,1.777364943,1.787001975,0.405109983,,0.696214809,0.562020028,1.199628723,0.523713329,0.787949993,1.084123112,0.836349149
P0563,2.226821006,4.672607067,3.300806321,1.452922707,4.814522813,2.414420167,1.369673682,4.091836504,2.570114585,1.364503045,5.265911168,5.635824674,4.184646107,,,0.932255309,0.546404792,0.567516659,0.547099683,0.51972341,,0.919109636,1.315037887,0.45775506,,0.453497472,3.221363496,1.52624809,2.968965853,1.24995132,3.126156439,1.085743833,0.551271823,1.661306122,1.629049389,1.486151743,0.41076982,0.884477956,1.450938456,0.800059103,,0.722229614,0.113435537,0.194712035,0.438735641,0.373450978,0.458857319,0.634570535,0.482641772,0.447510044,0.877737545,0.431781069,0.43728011,0.524397401,1.531371773,0.316946698,0.957955236,0.346235331,0.683185888,0.358591331,0.089558453,1.497715891,0.514083567,0.481596253,0.578178807,1.028731814,0.559653392,0.415498012,0.408972205,1.668386332,0.449763554,0.264064546,0.11346293,1.457854038,0.395250709,0.488632337,0.334064461,0.438761957,0.279014136,0.433389618,2.088248961,1.386082903,0.909629437,3.479187139,,0.958257798,,1.861600723,1.020784693,2.87913684,1.446485312,0.826819282,0.797016848,,1.942677085,0.673260013,,2.617752534,1.950235707,1.308561485,1.284999975,2.140027163,1.282870411,0.983291106,2.001933559,1.950871895,4.726537241,0.927835543,1.45139051,,2.086545744,2.279032266,1.751513897,2.149443971,0.286133295,,1.733200891,1.924743462,2.528440231,1.873648052,0.47334625,0.407752442,2.366200578,,0.63612759,0.78617344,0.823340399,2.093711453,2.567382851,0.651807098,0.943640338,1.237761974,0.596434783,0.971259594,0.451702099,0.210634467,0.621826455,0.663827174,0.673489599,0.687642383,2.318856813,0.393558833,0.306289976,2.139008495,0.997679012,,1.179994655,2.347669217,3.144705462,1.379313603,1.124288964,0.70493292,,1.810031927,0.76379078,1.166369803,0.685125846,2.666271799,1.131280298,0.912682511,1.081888569,1.626508816,1.844153794,0.530643272,2.197799572,0.729541638,0.778527722,0.204526064,0.476733577,0.470541866,0.386108108,0.457683205,,0.715452603,0.553987961,0.280168185,0.935747022,,0.315543332,1.071576029,0.696908475,0.521240456,0.578190608,0.529078498,1.845137738,0.922084135,1.070766533,0.913490939,0.98013569,0.911496425,0.708537521,1.072545774,0.634431793,1.142476864,,0.662360957,2.627330044,0.752504923,0.737852983,0.498952879
P0564,1.381750756,0.560964689,1.569958098,1.707784301,5.253571823,1.578466329,2.86702607,1.29151741,1.577486726,,3.658708675,9.418084444,3.074007035,1.568299031,2.335416021,2.903598681,1.736118779,0.81495538,1.545494514,1.503905568,1.931880135,2.148953484,0.614728426,,0.542771898,0.785700849,2.028615519,1.112820757,1.081310438,0.901041815,1.869712463,0.519072352,0.518776658,1.249696043,0.771835078,1.40109607,1.241065522,1.385155789,1.289969069,2.224450738,0.540760244,0.885029368,1.021808769,0.642988126,1.185107129,1.098749045,,0.570783008,0.867661304,0.867629968,2.17921117,1.10260065,2.810946933,1.118252564,0.744022035,2.490209598,1.104307443,0.596639527,1.135102196,,1.46637862,0.85994023,1.611823981,1.257118871,1.187576913,0.380026788,0.723390602,1.494228656,1.009060151,0.84346496,0.642039329,1.438967039,1.299650611,1.246557055,1.871400242,1.203880289,1.293670914,0.73465644,1.52605563,0.865427349,0.489607014,0.525941187,0.557660857,,,1.10867544,0.564552764,0.268168827,0.290585764,0.536073263,0.626618582,0.53075254,0.291676293,0.375021479,0.349414083,0.109637136,0.380217692,0.547433521,0.306436759,0.33803502,1.00962125,0.278784059,0.445883826,1.017810825,0.363247093,0.736786122,0.182665127,0.224085265,0.572715217,,0.620502293,0.47600279,0.365686661,0.235535607,0.217979312,0.253932107,0.44006497,0.539448642,0.185048495,0.649357738,1.645585536,2.203869369,0.66709814,0.872562988,1.425135595,0.864062382,5.053950892,1.344086513,2.054681208,0.618113892,0.366264802,1.310273493,1.277089721,0.565593788,3.334051603,0.61920463,,0.438290852,0.560528831,0.788978218,0.691122692,0.391787906,1.210547339,3.438306424,,1.762723132,2.445824129,0.321359497,0.969627603,3.163313598,0.798125403,1.078446607,1.184835386,,,1.660408195,1.018474368,0.97450135,0.322778248,0.504324741,2.513441416,4.726032301,,0.878397776,,1.451080258,1.91152335,,,0.401491526,1.237751508,1.761973668,6.790163694,1.847985747,1.599606121,1.880976533,1.731203497,1.858204346,1.499729734,2.566412738,1.483502851,1.66323901,2.23964145,1.959671482,5.18679675,2.320337459,4.39316072,1.291026853,0.730824151,3.016459017,1.270568716,2.996282658,2.125396024,0.567299975,1.243522644,2.504296152,1.36002781,1.691663612,2.366418701,0.890846725
P0565,3.240663162,5.975619777,1.371292471,4.818795657,4.347177363,1.891047561,2.845488267,0.668608876,3.104452822,4.097140413,2.847155751,2.290319734,1.434941178,5.17077779,1.026640722,0.86372008,0.929334916,0.639252412,3.187405575,0.566074548,1.678956256,,0.96804297,1.359252004,0.198232078,0.249917698,0.371488174,,,0.57385063,,0.549826829,0.810804135,,0.428197169,1.409199893,0.696226507,0.661506387,1.535693623,0.517368383,0.249230122,,0.245802603,0.459418804,,0.174775678,0.458821826,0.38346881,0.34599589,0.218385992,1.282836699,0.437393885,0.322663573,1.657291995,0.647637975,0.545098374,0.356446712,1.919765917,0.201822216,0.656077554,0.469626701,1.064718129,1.433488969,0.79812195,0.80025891,0.386766377,0.434326562,0.607002475,0.27702291,0.860141146,0.377669011,1.013414914,0.976757463,0.471650793,0.684108761,0.387643628,,0.262014728,0.394455106,0.711844552,,0.629103783,1.020597864,3.000200301,2.349615575,0.571422576,,0.595259341,1.046356948,0.730350449,0.673659224,1.17841935,1.435319241,0.943749797,1.19741238,1.099176173,1.069459651,,0.941534803,1.557435715,1.806578394,0.429962038,,1.821761171,1.098205373,1.064975359,0.854442692,,0.768160408,1.278773478,1.566396074,0.634876796,,1.938927941,0.682413963,0.992189763,,0.525495299,0.493603809,0.591071949,,1.586599603,0.180151724,1.640915453,0.55098141,0.452389036,0.928294071,0.417612812,0.73809811,0.367418404,1.153416917,0.278587602,0.421593428,0.878815189,0.811145405,0.377906465,0.502637035,0.456577009,1.730210273,,0.757194365,0.483278635,,,0.729012466,0.528535069,0.271865516,0.394340943,0.699550576,0.705071097,0.434375382,0.437879951,0.449343102,0.619230489,0.427048987,0.351735876,1.235864314,0.520053817,0.422805263,1.203326934,1.564308253,1.181319134,0.541894002,1.46722686,1.772750715,0.815858067,1.135209091,0.332738267,0.902578966,2.121497035,1.918722521,1.142090631,2.126519985,0.283144284,0.456023203,4.017487817,0.655474574,1.223777181,2.792147139,1.187678499,2.846596167,0.448004167,1.557693651,3.020778119,0.555593388,2.328077252,0.848316518,0.258004374,1.733732976,,1.361720827,2.048992246,0.395737907,0.957642915,2.775806425,0.579400835,1.164867117,3.106926886,0.706710905,2.141300435
P0566,1.760247864,1.583980252,2.319054566,3.056675638,1.705224095,1.517237084,,1.574568543,2.679593171,1.559233091,,4.609133189,3.597405768,0.453624829,3.795658288,1.403970506,1.388949175,0.815128926,1.052498203,0.178161282,0.575016603,,0.818087602,1.330290456,0.475928333,0.377186466,1.247980808,1.174639434,,0.316994968,1.813232187,0.501382563,0.744674511,0.311415716,0.717696166,0.251396105,2.370594628,,1.265930416,0.359524631,0.863821544,0.45957977,0.633677976,1.90934482,0.847032388,0.515106763,0.352157124,2.359794771,0.727720551,0.906904669,1.065146235,,1.400175805,0.700553069,0.639848302,0.840651333,,0.306381668,0.76596552,,0.983732076,0.560768072,0.4287958,0.480776377,0.974695548,0.509105084,1.754116122,0.221365055,0.178645454,2.499647189,0.793326462,0.966284165,0.279270128,1.036313134,0.896325586,,1.127247903,0.295631995,,1.209087325,1.938334381,3.252412055,1.787451928,4.201988807,4.194139918,4.006977343,1.619469876,2.66422828,,1.230899226,1.487507478,1.012837084,2.312529802,,2.213566631,2.762154871,6.732033014,,2.191429332,4.741779699,2.445388648,3.39037539,2.577359268,5.579703374,3.60224695,6.91051534,1.850704843,3.13512261,3.095768186,3.941110895,1.46418813,1.673446995,1.070707994,2.308163647,4.971231072,1.591387645,2.412347043,7.565963138,1.627077706,2.841789084,1.833874255,0.433252228,0.552877077,3.462761028,0.834396874,,0.587194923,1.422503407,0.842088587,0.4098714,0.820570312,0.573401283,1.843850937,2.594158568,0.462079719,0.496764048,0.983968641,1.007524111,0.187526485,0.989251135,0.926622374,0.562890592,,1.116523979,0.294065686,1.029990019,1.356889679,,0.687454656,1.520630804,0.428923489,3.090050662,0.607509264,0.388749969,0.959815147,0.884609995,0.541794397,0.679155004,1.038721903,0.561524552,1.27265559,1.53714894,,1.656960663,2.72227109,1.395134439,0.641574029,3.1199115,0.84185666,0.943082778,1.722595791,0.645652007,1.881681874,1.205165075,1.233007838,1.003605077,3.00469838,1.004643406,1.654014456,0.349848437,1.189542846,1.147588588,,5.698769221,2.080768389,1.564719473,1.573076928,6.236802158,1.788521659,4.275765038,1.12573053,1.371445563,2.205554542,4.008393231,3.249632499,0.619530022,3.254127331,1.523632806,1.844908333,
P0567,2.603397564,1.051628995,3.555963913,,1.320652221,1.327107505,2.654964322,0.874289109,1.35811618,3.436324483,2.964551533,1.644532636,1.846453545,1.866920128,1.332267384,1.011045085,0.300846207,0.884872169,0.783409286,0.481640848,1.185532315,0.737269967,1.050584196,1.589307979,0.716223359,1.047567028,1.681428038,0.578128447,1.008983909,,1.20942899,,,1.042313747,0.683421042,0.696349363,1.083208866,0.26971076,0.773118812,0.649033764,1.321634852,0.445299471,1.51275569,0.692155332,0.85657138,1.187276329,,0.504707574,0.790451211,1.172225564,1.382105109,,,0.835186613,0.985260705,0.859807493,0.42709394,0.994995037,0.965009369,1.500800005,0.704185896,0.542223341,0.658935249,0.935956109,0.495419395,1.557216416,0.90211777,0.750748429,,2.670410306,1.09523964,,0.394603441,1.788490374,1.074130432,1.466780597,2.365997473,0.52505233,1.496242476,0.733344326,0.646103939,0.225097439,0.222179879,,0.920870424,0.977632796,0.531060936,0.280471996,0.840451351,0.9557066,0.751722501,0.860043247,1.97687203,0.577985768,0.539352224,0.571222428,,0.58420463,0.234489486,0.366581996,1.145420413,0.592432126,0.741989108,0.451329288,2.036862197,0.614160606,0.275563749,0.338152974,,,0.870316297,,0.240130884,0.51896252,0.295454923,0.981578079,0.871008195,1.033856414,7.230556041,0.223466571,0.987739603,0.360332931,0.513660877,3.041904323,1.415788125,2.885693554,0.802059582,2.959969506,,1.354171735,2.200354705,1.178504718,1.051407953,1.038546619,1.53762983,0.564400044,1.402082028,1.352789379,1.786987315,0.543609275,2.739902302,1.181837424,1.48601073,3.230544112,0.664091705,2.201795957,0.43260072,2.628965264,0.890545096,2.153278744,0.415163765,2.550923167,0.919609818,2.453664695,1.415993386,1.311443213,1.362308557,0.401794889,0.961123576,0.650337215,1.054392707,1.048397858,2.171864466,1.236849923,0.930318005,0.867391499,2.594405566,0.653620379,2.66571019,0.929252868,1.04360631,2.512029289,0.412473005,2.130000189,1.392219801,0.747910088,2.490878632,,1.185855082,0.498617748,1.634432069,1.008032183,0.983850808,0.448507076,0.6646286,0.312496412,1.114078578,0.230848704,1.152687519,1.576140406,1.68852354,0.795324963,0.456345271,1.415413108,0.34892028,0.662654853,1.195112452,,1.379634838,0.321475788
P0568,2.741235936,,4.094791842,6.170942948,4.029033519,2.123249239,4.324002664,3.318418722,7.257892484,4.895836027,5.201954267,4.463871355,1.607020781,3.694378906,2.135248594,5.507263187,8.785287302,1.539001089,,1.712835542,2.68752453,,1.227555654,2.172456723,7.398799434,1.646246317,1.073929822,,1.51173984,1.340374605,,1.259285529,1.52528604,1.134426188,1.282250226,1.744400111,2.607471684,1.743356124,2.267474848,1.172714119,0.910710855,1.434584526,0.818571301,1.428897816,2.249326158,2.601966455,1.242761608,1.680358715,1.075839808,1.065417206,6.300470113,,1.303751912,1.646190607,3.280512383,1.280757717,1.931551093,0.983492963,2.163157876,,0.583599673,,2.760486694,1.100630006,2.463379054,1.855523054,1.078627112,1.171774836,6.635444052,1.211466187,1.393064365,1.588741199,2.157621189,3.246602634,1.153610493,1.714495303,2.711117605,,1.023905165,,0.706227976,0.818600994,0.826576388,1.449125551,1.467987083,0.320931649,0.532363615,0.854351576,0.98636962,2.631756878,1.241086487,0.756200542,1.049004546,,0.765160931,1.264217843,1.245455519,1.214349824,1.411981938,0.274419998,0.906761788,1.68048468,1.198331756,1.452034619,0.371083659,0.598250628,0.415552211,0.852626463,1.318092898,2.568101039,0.988489566,2.025471739,0.753420785,1.326752261,,0.701905737,1.940191046,0.691550103,1.02418027,1.302436862,0.803308162,1.140782345,0.8863144,1.153734494,0.698042783,1.042033031,2.238472083,0.304555742,0.587713466,4.738036827,0.799440517,0.537352717,0.917942888,1.395222496,0.812114362,0.731728,0.908216157,2.105141023,0.918547688,4.190015456,1.924427354,2.153027293,0.512224851,1.024635254,,2.47769946,1.860309423,,1.093413466,,1.291301468,0.609327863,1.098096335,0.687423046,2.434961003,1.417202327,1.025166575,,2.244564941,,1.015570224,2.981620937,3.868758441,3.873650266,1.55735598,1.325985398,1.450677362,,1.493224733,1.627152602,2.029046844,3.209462851,2.260644345,,2.692116026,1.864760381,1.319356483,1.981874494,0.933777908,0.602886685,2.432781035,1.760776342,,2.642431838,1.66328889,2.575917199,1.133176206,1.260102298,1.352921021,2.764626064,2.049818043,1.392789414,1.486285123,0.866661214,1.10079904,2.103422898,2.0312706,4.479332395,1.712805597,1.958333641
